"ProjectID","ProjectDescription","TypeofWork","infra_type","Region","Province","Municipality","LegislativeDistrict","Longitude","Latitude","ABC","ContractCost","FundingYear","CompletionYear"
"P00736180LZ","Construction of Slope Protection Structure, DPWH Ifugao 2nd DEO, Talite, Aguinaldo, Ifugao","Construction of Slope Protection Structure","Flood Control Structures","Cordillera Administrative Region","BENGUET","BAGUIO CITY (BENGUET)","IFUGAO (LEGISLATIVE DISTRICT)",121.29976,16.99428,19557230.5,19600000,2023,2023
"P00742431LZ","Construction of Drainage System at Brgy. Calios, Santa Cruz, Laguna","Construction of Drainage Structure","Flood Control Structures","Region IV-A","LAGUNA","SANTA CRUZ (CAPITAL) (LAGUNA)","LAGUNA (FOURTH LEGISLATIVE DISTRICT)",121.403172,14.284381,4950000,4909938.35,2023,2023
"P00823234LZ","Improvement of Marikina River, Barangay Tumana, Marikina City (Phase 1)","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","National Capital Region","MARIKINA CITY","CITY OF MARIKINA (METROPOLITAN MANILA)","CITY OF MARIKINA (SECOND LEGISLATIVE DISTRICT)",121.092573,14.653143,96499459.32,94376471.21,2024,2024
"P00737491LZ","Construction of Drainage with Curb and Gutter, Barangay Kumintang Ibaba, Batangas City, Batangas","Construction of Drainage Structure","Flood Control Structures","Region IV-A","BATANGAS","BATANGAS CITY (CAPITAL) (BATANGAS)","BATANGAS (FIFTH LEGISLATIVE DISTRICT)",121.066558,13.76465,4950000,4950000,2023,2023
"P00621113LZ","Construction of Mag- Asawang Tubig River Control along Brgy. San Carlos, Sta. 0+000 - Sta. 0+248.000, Naujan, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","NAUJAN (ORIENTAL MINDORO)","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.2333,13.23139,4.9e+07,48096753.28,2022,2023
"P00820422LZ","Construction of Road Dike along Mag-asawang Tubig River, Sitio Dike, Barangay Apitong Section, Naujan, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","NAUJAN (ORIENTAL MINDORO)","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.1818301,13.24884624,1.93e+08,192996270.3,2024,2024
"P00821586LZ","Construction of Flood Control Structure (Gabion) at Pampanga River, Barangay Bugnan, Gabaldon, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GABALDON (BITULOK & SABANI) (NUEVA ECIJA)","NUEVA ECIJA (THIRD LEGISLATIVE DISTRICT)",121.301475,15.469786,48999939.83,48019833.25,2024,2024
"P00725522LZ","Construction of Slope Protection along Laguna Lakeshore (Package 6), Taguig City","Construction of Slope Protection Structure","Flood Control Structures","National Capital Region","TAGUIG CITY","TAGUIG CITY (METROPOLITAN MANILA)","TAGUIG CITY (SECOND LEGISLATIVE DISTRICT)",121.066573,14.501326,75520650.16,71706857.32,2023,2023
"P00526454LZ","Construction of Mag-Asawang Tubig River Control along Brgy. San Carlos, Naujan, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.23333,13.23138,29400000,29399930.62,2021,2022
"P00726207LZ","Construction of Flood Control Structure, Paninsingin Bridge, Rosario, Batangas","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","BATANGAS","ROSARIO (BATANGAS)","BATANGAS (FOURTH LEGISLATIVE DISTRICT)",121.18225,13.83905,29400000,29400000,2023,2023
"P00825203LZ","Improvement works along Marikina River, Second District, Marikina City","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","National Capital Region","MARIKINA CITY","CITY OF MARIKINA (METROPOLITAN MANILA)","CITY OF MARIKINA (SECOND LEGISLATIVE DISTRICT)",121.092573,14.653143,9799969.95,9550193,2024,2024
"P00620192LZ","Rehabilitation of Digmala River Control, Brgy. Tugatog, Bongabon, Nueva Ecija","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","NUEVA ECIJA","BONGABON (NUEVA ECIJA)","NUEVA ECIJA (THIRD LEGISLATIVE DISTRICT)",121.151092,15.651621,82024956.02,82025000,2022,2022
"P00838523LZ","Construction of Flood Control Structure, Cabulao Creek, Brgy. Paltic, Dingalan, Aurora","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","AURORA","DINGALAN (AURORA)","AURORA (LEGISLATIVE DISTRICT)",121.403751,15.384979,31850000,31362500,2024,2024
"P00727120LZ","Construction of Nalubbunan Flood Control along Magat River, Quezon, Nueva Vizcaya","Construction of Flood Mitigation Structure","Flood Control Structures","Region II","NUEVA VIZCAYA","QUEZON (NUEVA VIZCAYA)","NUEVA VIZCAYA (LEGISLATIVE DISTRICT)",121.2335179,16.5110942,4.9e+07,4.9e+07,2023,2023
"P00725726LZ","Construction of Flood Control Structure (Gabion) at Pampanga River, Barangay Bugnan, Gabaldon, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GABALDON (BITULOK & SABANI) (NUEVA ECIJA)","NUEVA ECIJA (THIRD LEGISLATIVE DISTRICT)",121.3017,15.47102,90227416.41,88397389.39,2023,2023
"P00620047LZ","Construction of Slope Protection Along Taguig River, Facing Downstream (East Bank), Package 2, Taguig City","Construction of Flood Mitigation Structure","Flood Control Structures","National Capital Region","TAGUIG CITY","TAGUIG CITY (METROPOLITAN MANILA)","TAGUIG CITY (FIRST LEGISLATIVE DISTRICT)",121.06675,14.533782,96499365.4,96500000,2022,2022
"P00727187LZ","Construction of Bucayao Flood Control Structure along Barangay Camansihan Section 1 Sta. 0 + 000 - Sta. 0 + 060, Section 2 Sta. 0 + 000 to Sta. 0 + 107.86, Calapan City, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","CITY OF CALAPAN (CAPITAL) (ORIENTAL MINDORO)","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.2336,13.35086,38600000,38594287.32,2023,2023
"P00726241LZ","Construction of Flood Control Structure, Sitio Libis Creek, Barangay San Jose, Antipolo City","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","RIZAL","CITY OF ANTIPOLO (RIZAL)","ANTIPOLO CITY (SECOND LEGISLATIVE DISTRICT)",121.301778,14.693026,4.9e+07,48999253.95,2023,2023
"P00844772LZ","Rehabilitation of Drainage System at Barangay Adya, Lipa City, Batangas","Construction of Drainage Structure","Flood Control Structures","Region IV-A","BATANGAS","LIPA CITY (BATANGAS)","BATANGAS (SIXTH LEGISLATIVE DISTRICT)",121.18283,13.87802,6370000,6178418.88,2024,2024
"P00740386LZ","Construction of Structure for River Protection Along Malitlit Waterways, (Near Eton Road), Sta. Rosa City, Laguna Phase II","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","LAGUNA","CITY OF SANTA ROSA (LAGUNA)","CITY OF STA. ROSA (LEGISLATIVE DISTRICT)",121.0925833,14.2568833,96500000,96427776.33,2023,2023
"P00621481LZ","Rehabilitation of Flood Control and Drainage Structures along Magat River, Vista Alegre Section (Phase 5), Sta. 0 + 363.85 - Sta. 0 + 413.85, Sta. 0 + 593.85 - Sta. 0 + 893.85, Bayombong, Nueva Vizcaya","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region II","NUEVA VIZCAYA","BAYOMBONG (CAPITAL) (NUEVA VIZCAYA)","NUEVA VIZCAYA (LEGISLATIVE DISTRICT)",121.151761,16.474005,28950000,28950000,2022,2022
"P00820907LZ","Construction of Sta. Cruz RIS Water Management Flood Control Project of Lapad River, Liliw, Laguna","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","LAGUNA","LILIW (LAGUNA)","LAGUNA (THIRD LEGISLATIVE DISTRICT)",121.405694,14.203204,19600000,19599999.52,2024,2025
"P00820184LZ","Construction of Dike along Santo Cristo River, Barangay Santo Cristo, San Jose del Monte City, Bulacan","Construction of Dike","Flood Control Structures","Region III","BULACAN","CITY OF SAN JOSE DEL MONTE (BULACAN)","CITY OF SAN JOSE DEL MONTE (LEGISLATIVE DISTRICT)",121.066838,14.830035,96499675.66,96498484.3,2024,2024
"P00821603LZ","Construction of Bucayao River Control along Barangay Camansihan, Calapan City, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","CITY OF CALAPAN (CAPITAL) (ORIENTAL MINDORO)","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.234444,13.352778,4.9e+07,48999817.77,2024,2024
"P00620621LZ","Construction of Box Culvert with Approaches/Slope Protection, Sitio Libis, Brgy. San Jose, Antipolo City","Construction of Slope Protection Structure","Flood Control Structures","Region IV-A","RIZAL","CITY OF ANTIPOLO (RIZAL)","ANTIPOLO CITY (SECOND LEGISLATIVE DISTRICT)",121.30445,14.69215,14700000,14052374.28,2022,2022
"P00639526LZ","Construction of Various Drainage, Calapan City, Oriental Mindoro","Construction of Drainage Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","CITY OF CALAPAN (CAPITAL) (ORIENTAL MINDORO)","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.1836,13.41389,43120000,43119999.53,2022,2023
"P00561581LZ","Construction of Manaul II River Control, Mansalay, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","","ORIENTAL MINDORO (SECOND LEGISLATIVE DISTRICT)",121.406111,12.443611,19798667.11,19599928.35,2021,2022
"P00725767LZ","Construction of Flood Mitigation Structures along San Juan River - Phase 4, Tanauan - Sto Tomas, Batangas","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","BATANGAS","CITY OF SANTO TOMAS (BATANGAS)","BATANGAS (THIRD LEGISLATIVE DISTRICT)",121.152717,14.087585,96500000,96499879,2023,2024
"P00735964LZ","Construction of Flood Control Structure along Apayao River Basin, Barangay San Sebastian, Luna, Apayao","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","APAYAO","LUNA (APAYAO)","APAYAO (LEGISLATIVE DISTRICT)",121.406353,18.27045,96500000,96500000,2023,2024
"P00620366LZ","Maintenance and Rehabilitation of Flood Control Structure along Manggahan Floodway, Pasig City","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","National Capital Region","PASIG CITY","CITY OF PASIG (METROPOLITAN MANILA)","PASIG CITY (LEGISLATIVE DISTRICT)",121.092739,14.590259,48999676.09,46499760,2022,2022
"P00844752LZ","Construction of Slope Protection Structure, Area A, San Jose del Monte, Bulacan","Construction of Slope Protection Structure","Flood Control Structures","Region III","BULACAN","CITY OF SAN JOSE DEL MONTE (BULACAN)","CITY OF SAN JOSE DEL MONTE (LEGISLATIVE DISTRICT)",121.067051,14.846029,48999165.16,48994885.36,2024,2024
"P00821607LZ","Construction of Mag-asawang Tubig River Control along Barangay San Carlos, Naujan, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","NAUJAN (ORIENTAL MINDORO)","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.234722,13.233333,4.9e+07,48999940.58,2024,2024
"P00620210LZ","Construction of Flood Control and River Bank Protection Structure Along Pililla River, Brgy. Hulo, Pililla, Rizal","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","RIZAL","PILILLA (RIZAL)","RIZAL (SECOND LEGISLATIVE DISTRICT)",121.305,14.4925,96500000,96500000,2022,2022
"P00620890LZ","Construction of River Protection Structure along San Cristobal River, (near Looc Bridge), Brgy. Looc, Calamba City, Laguna","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","LAGUNA","CITY OF CALAMBA (LAGUNA)","CITY OF CALAMBA (LEGISLATIVE DISTRICT)",121.18397,14.22981,83187825,80693065.75,2022,2023
"P00821557LZ","Construction of Ngilin Flood Control along Chico River, Sta. 186+670 - Sta. 186+810 (R.S.), Ambato-Legleg, Tinglayan, Kalinga","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","KALINGA","TINGLAYAN (KALINGA)","KALINGA (LEGISLATIVE DISTRICT)",121.1536,17.26939,11760000,11747921.15,2024,2025
"P00725523LZ","Construction of Slope Protection along Laguna Lakeshore (Package 7), Taguig City","Construction of Slope Protection Structure","Flood Control Structures","National Capital Region","TAGUIG CITY","TAGUIG CITY (METROPOLITAN MANILA)","TAGUIG CITY (SECOND LEGISLATIVE DISTRICT)",121.0671,14.502683,75520379.96,71744360.96,2023,2023
"P00725950LZ","Construction of Drainage System at Kalawaan Housing Project, Barangay Kalawaan and vicinity, Pasig City","Construction of Drainage Structure","Flood Control Structures","National Capital Region","PASIG CITY","CITY OF PASIG (METROPOLITAN MANILA)","PASIG CITY (LEGISLATIVE DISTRICT)",121.092798,14.549653,9799986.28,9308598.82,2023,2023
"P00726771LZ","Construction of Pula River Control Structure, Barangay Santa Maria Section, Pinamalayan, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","PINAMALAYAN (ORIENTAL MINDORO)","ORIENTAL MINDORO (SECOND LEGISLATIVE DISTRICT)",121.406388888889,13.0241666666667,48999994.72,48997251.2,2023,2023
"P00561551LZ","Construction of for Slope Protection (Portion) of Pililia River, Sitio Libid, Barangay Hulo, Pililia, Rizal","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","RIZAL","","RIZAL (SECOND LEGISLATIVE DISTRICT)",121.3053214,14.49173306,9900000,8173647.31,2021,2022
"P00727191LZ","Construction of Maidlang River Control, Calapan City, Oriental Mindoro","Construction of Drainage Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","CITY OF CALAPAN (CAPITAL) (ORIENTAL MINDORO)","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.2353,13.38611,33775000,33774891.8,2023,2023
"P00621098LZ","Construction of River Protection Structure along San Cristobal River, (Downstream), Brgy. Looc, Calamba City, Laguna","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","LAGUNA","CITY OF CALAMBA (LAGUNA)","CITY OF CALAMBA (LEGISLATIVE DISTRICT)",121.18438,14.22864,39200000,39196546.74,2022,2022
"P00630946LZ","Construction of Flood Control Structures of Lukutang Malaki River (Tributary of Marikina River), Phase I, Sitio Anginan, Brgy. San Isidro, Rodriguez, Rizal","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","RIZAL","MONTALBAN (RIZAL)","RIZAL (SECOND LEGISLATIVE DISTRICT)",121.154167,14.760833,65620000,65620000,2022,2022
"P00525796LZ","Construction/Rehabilitation of Flood Control Wall along Bank of Creeks in Barangay 178, 185, 186, 187, 188, Caloocan City","Construction of Flood Mitigation Structure","Flood Control Structures","National Capital Region","CALOOCAN CITY","","CALOOCAN CITY (FIRST LEGISLATIVE DISTRICT)",121.067102,14.758071,29398246.97,28663271.48,2021,2022
"P00620072LZ","Construction of Slope Protection at Labasan Pumping Station Retarding Pond, Taguig City (Package 5)","Construction of Slope Protection Structure","Flood Control Structures","National Capital Region","TAGUIG CITY","TAGUIG CITY (METROPOLITAN MANILA)","TAGUIG CITY (SECOND LEGISLATIVE DISTRICT)",121.092839,14.529045,94569981.84,89727299.48,2022,2022
"P00561572LZ","Rehabilitation of  Slope Protection at Pililia River (near M.L. Quezon St.), Barangay Hulo, Pililia, Rizal","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","RIZAL","","RIZAL (SECOND LEGISLATIVE DISTRICT)",121.306307,14.487857,4950000,4776540.5,2021,2022
"P00727190LZ","Construction of Flood Control Structure along Sitio Bagong Pook, Barangay Gutad, Sta. 0 + 000 - Sta. 0 + 182.49, Calapan City, Oriental Mindoro","Construction of Drainage Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","CITY OF CALAPAN (CAPITAL) (ORIENTAL MINDORO)","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.2356,13.34833,33775000,33774992.74,2023,2023
"P00561565LZ","Construction of Slope Protection at Mascap River, Sitio Mascap Proper, Barangay Mascap, Rodriguez, Rizal","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","RIZAL","","RIZAL (SECOND LEGISLATIVE DISTRICT)",121.1847,14.7618,29700000,28655605.84,2021,2022
"P00737518LZ","Rehabilitation of Drainage at Barangay Parian, Calamba City, Laguna","Rehabilitation / Major Repair of Drainage Structure","Flood Control Structures","Region IV-A","LAGUNA","CITY OF CALAMBA (LAGUNA)","CITY OF CALAMBA (LEGISLATIVE DISTRICT)",121.1545,14.2115,12870000,12817753.43,2023,2023
"P00736182LZ","Construction of Aciga Flood Control Structure, Pinukpuk, Kalinga","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","KALINGA","PINUKPUK (KALINGA)","KALINGA (LEGISLATIVE DISTRICT)",121.307,17.60742,48976965.5,48921766.56,2023,2024
"P00742466LZ","Construction of Mapang Flood Control at Brgy. Mapang, Bongabong, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","BONGABONG (ORIENTAL MINDORO)","ORIENTAL MINDORO (SECOND LEGISLATIVE DISTRICT)",121.408277777778,12.67415,4949956.3,4949055.62,2023,2023
"P00727231LZ","Improvement Works Along Upper Marikina River at Sta. 15 + 700 to Sta. 15 + 850, Right Bank, Marikina City","Construction of Flood Mitigation Facility","Flood Control Structures","National Capital Region","MARIKINA CITY","CITY OF MARIKINA (METROPOLITAN MANILA)","CITY OF MARIKINA (SECOND LEGISLATIVE DISTRICT)",121.09321,14.65291,97999570.03,93089846.79,2023,2024
"P00620015LZ","Construction / Improvement of Roads and Drainage System Along Bagong Calzada St. Pateros Metro Manila","Construction of Drainage Structure","Flood Control Structures","National Capital Region","PATEROS","TAGUIG CITY (METROPOLITAN MANILA)","TAGUIG CITY (FIRST LEGISLATIVE DISTRICT)",121.067197,14.540827,72374706.3,68719494.97,2022,2022
"P00821609LZ","Construction of Seawall, Sitio Villa Antonio, Navotas, Calapan City, Oriental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","ORIENTAL MINDORO","CITY OF CALAPAN (CAPITAL) (ORIENTAL MINDORO)","ORIENTAL MINDORO (FIRST LEGISLATIVE DISTRICT)",121.235618,13.386053,19600000,19599848.4,2024,2024
"P00737529LZ","Construction of Flood Control Structure of Creek/Canal Corville Subdivision Phase 2, Barangay San Luis Antipolo City, Rizal","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","RIZAL","CITY OF ANTIPOLO (RIZAL)","ANTIPOLO CITY (SECOND LEGISLATIVE DISTRICT)",121.184894,14.597915,9900000,9899999.99,2023,2024
